fit_time,score_time,test_f1,test_recall,test_precision,test_accuracy,test_roc_auc
19.556869983673096,0.02025294303894043,0.906449448157314,0.9108702864093774,0.9040158636299812,0.9108702864093774,0.7390402912071873
19.48739004135132,0.027929067611694336,0.9014486204792773,0.9073213890732139,0.8986345911157064,0.9073213890732139,0.7195819097147288
19.412689208984375,0.02287888526916504,0.9031918300020824,0.9089803140898032,0.9007077700681294,0.9089803140898032,0.7287280529195453
19.45056986808777,0.02425217628479004,0.9042577281368805,0.9087591240875912,0.9016939570837897,0.9087591240875912,0.7341266266266268
19.404616832733154,0.022904157638549805,0.9002078480166552,0.9064366290643663,0.8974204929173192,0.9064366290643663,0.7181033085345603
19.586288928985596,0.02369999885559082,0.9037430457956149,0.9094327103837222,0.9010447031218908,0.9094327103837222,0.723048540499158
22.083904027938843,0.01848912239074707,0.9084631846821851,0.9139570891395709,0.9062405765101348,0.9139570891395709,0.7355916884852893
19.53781485557556,0.023893117904663086,0.8943019583735816,0.8998009289980093,0.8910941445955628,0.8998009289980093,0.7114242316517468
19.53559899330139,0.02534008026123047,0.9081389106520636,0.9129617341296173,0.9059085076896217,0.9129617341296173,0.743316897703756
19.676400899887085,0.020930051803588867,0.905492287556581,0.9103074541030746,0.9030456652501256,0.9103074541030746,0.7372218014114522
22.10839009284973,0.01951909065246582,0.9055533560634131,0.9100962070109477,0.9031187703806193,0.9100962070109477,0.7391327912322266
19.576491117477417,0.019984960556030273,0.899175934979941,0.9056624640566246,0.8965010634840468,0.9056624640566246,0.7190715871777427
7.520936965942383,0.02276921272277832,0.9049416884941982,0.9088697190886972,0.9024400593768609,0.9088697190886972,0.7346141887513424
7.549252271652222,0.018317699432373047,0.9070026486075047,0.9107498341074983,0.9045921998974491,0.9107498341074983,0.7374973535413772
7.472273111343384,0.018886804580688477,0.9012170312251309,0.9079849590798496,0.8989520774743147,0.9079849590798496,0.7232397381012339
